initial_list_status	purpose	int_rate	installment	annual_inc	dti	verification_status	grade	revol_bal	inq_last_12m	delinq_2yrs	home_ownership	not_paid	log_inc	verified	grdCtoA
f	credit_card	17.09	572.73	73000	5.01	Source Verified	D	16242	2	0	RENT	1	11.19821472	1	0
w	debt_consolidation	13.59	276.68	42999	12.76	Verified	C	1819	7	0	RENT	1	10.66893214	1	0
f	credit_card	30.89	1502.92	100000	8.99	Verified	G	31276	1	0	RENT	1	11.51292546	1	0
f	home_improvement	5.32	361.38	133000	24.47	Not Verified	A	58809	1	0	MORTGAGE	0	11.79810441	0	1
f	debt_consolidation	17.09	137.44	32000	29.41	Not Verified	D	1689	2	0	RENT	0	10.37349118	0	0
f	debt_consolidation	12.62	360.95	96000	26.06	Verified	C	22150	1	1	MORTGAGE	1	11.47210347	1	0
w	home_improvement	12.62	83.78	70000	21.61	Not Verified	C	5310	4	0	MORTGAGE	0	11.15625052	0	0
f	debt_consolidation	15.05	484.8	50000	9.6	Source Verified	C	2980	1	0	RENT	1	10.81977828	1	0
w	debt_consolidation	7.97	87.71	93000	18.79	Not Verified	A	669	8	0	MORTGAGE	0	11.44035477	0	1
w	credit_card	12.62	248.15	28000	13.16	Verified	C	11703	3	0	MORTGAGE	1	10.23995979	1	0
w	debt_consolidation	9.93	128.94	60000	18.36	Not Verified	B	3999	3	0	MORTGAGE	0	11.00209984	0	1
w	debt_consolidation	9.44	1280.2	260000	30.5	Verified	B	176233	0	0	MORTGAGE	1	12.46843691	1	1
w	debt_consolidation	11.99	431.73	60000	14.16	Source Verified	B	12790	0	1	MORTGAGE	1	11.00209984	1	1
w	debt_consolidation	14.08	513.25	60000	24.88	Source Verified	C	17105	1	1	RENT	0	11.00209984	1	0
w	debt_consolidation	7.97	140.96	70000	17.54	Not Verified	A	32067	2	0	MORTGAGE	1	11.15625052	0	1
w	debt_consolidation	28.72	631.44	45900	23.97	Not Verified	F	13081	1	0	RENT	0	10.7342204	0	0
w	debt_consolidation	10.91	549.3	70223	27.6	Source Verified	B	2143	2	0	OWN	0	11.15943117	1	1
w	home_improvement	12.62	270.71	40000	51.64	Verified	C	6104	1	2	MORTGAGE	1	10.59663473	1	0
w	credit_card	16.02	298.92	45000	6.93	Not Verified	C	5979	0	1	OWN	1	10.71441777	0	0
w	home_improvement	19.03	183.36	82000	32.04	Source Verified	D	25271	2	2	MORTGAGE	1	11.31447453	1	0
f	home_improvement	15.05	346.9	50000	28.16	Not Verified	C	12959	1	0	MORTGAGE	1	10.81977828	0	0
w	debt_consolidation	20	668.95	110000	23.82	Not Verified	D	19224	7	0	MORTGAGE	0	11.60823564	0	0
w	debt_consolidation	7.97	313.23	25000	85.93	Verified	A	12520	6	0	MORTGAGE	1	10.1266311	1	1
f	credit_card	19.03	366.72	54000	19.8	Verified	D	13673	4	1	RENT	1	10.89673933	1	0
w	debt_consolidation	30.79	1149.42	80100	14.11	Verified	G	22093	1	1	MORTGAGE	0	11.29103113	1	0
w	debt_consolidation	16.02	295.41	73560	11.63	Not Verified	C	6840	0	0	RENT	0	11.20585668	0	0
w	debt_consolidation	7.35	218.82	75000	11.18	Not Verified	A	3720	8	0	OWN	0	11.22524339	0	1
w	debt_consolidation	19.03	539.26	56500	18.61	Not Verified	D	22745	0	0	MORTGAGE	0	10.94199592	0	0
w	home_improvement	9.44	448.07	140000	22.06	Not Verified	B	48541	4	0	OWN	0	11.8493977	0	1
f	credit_card	23.88	783.4	45790	12.84	Verified	E	12567	4	1	OWN	0	10.73182101	1	0
w	credit_card	10.91	294.27	112000	23	Source Verified	B	18683	4	0	RENT	0	11.62625415	1	1
w	credit_card	18.06	317.83	62000	8.85	Verified	D	5385	0	1	MORTGAGE	0	11.03488966	1	0
w	debt_consolidation	11.99	240.19	62000	6.45	Not Verified	B	5903	1	0	RENT	0	11.03488966	0	1
w	home_improvement	15.05	520.35	55000	4.3	Verified	C	3071	3	0	OWN	1	10.91508846	1	0
w	debt_consolidation	19.03	293.37	79999	10.22	Source Verified	D	13689	4	1	MORTGAGE	1	11.28976941	1	0
f	debt_consolidation	21.45	568.6	50000	12.87	Source Verified	D	14941	2	0	RENT	1	10.81977828	1	0
w	home_improvement	9.44	734.04	176000	1.56	Not Verified	B	6788	2	0	MORTGAGE	0	12.07823927	0	1
w	debt_consolidation	29.69	642.47	62540	54.95	Verified	F	25200	0	0	MORTGAGE	1	11.04356163	1	0
w	debt_consolidation	30.65	393.05	70000	18.09	Source Verified	F	5610	3	1	RENT	0	11.15625052	1	0
w	debt_consolidation	7.07	309.1	105000	2.91	Not Verified	A	11660	0	0	RENT	1	11.56171563	0	1
w	debt_consolidation	7.35	260.72	79000	8.84	Source Verified	A	1003	7	0	MORTGAGE	1	11.27720313	1	1
w	credit_card	15.05	693.8	220000	5.58	Source Verified	C	31684	4	0	OWN	1	12.30138283	1	0
w	home_improvement	10.42	536.36	50000	27.96	Source Verified	B	6040	2	1	MORTGAGE	1	10.81977828	1	1
w	debt_consolidation	7.07	355.46	180000	21.2	Not Verified	A	12420	2	0	MORTGAGE	0	12.10071213	0	1
w	debt_consolidation	21.45	545.86	45000	9.65	Source Verified	D	14470	1	1	RENT	0	10.71441777	1	0
w	home_improvement	9.93	318.19	56000	10.95	Source Verified	B	15327	1	0	MORTGAGE	0	10.93310697	1	1
w	debt_consolidation	24.85	321.17	30516	9.71	Not Verified	E	2590	1	6	RENT	1	10.32600642	0	0
w	debt_consolidation	16.02	633.01	150000	6.3	Not Verified	C	8206	3	0	OWN	1	11.91839057	0	0
w	debt_consolidation	16.02	608.22	95000	22.52	Not Verified	C	27762	0	0	MORTGAGE	1	11.46163217	0	0
w	debt_consolidation	18.06	508.53	39000	8	Not Verified	D	6310	3	1	MORTGAGE	1	10.57131693	0	0
f	home_improvement	9.44	176.03	78300	11.05	Source Verified	B	12217	1	0	MORTGAGE	0	11.26830288	1	1
w	small_business	30.79	413.79	18000	59.8	Verified	G	11565	2	0	RENT	1	9.798127037	1	0
w	debt_consolidation	10.42	486.98	84334.9	14.99	Source Verified	B	10975	0	0	MORTGAGE	0	11.34255106	1	1
w	debt_consolidation	14.08	559.44	68000	16.57	Source Verified	C	1102	2	0	MORTGAGE	1	11.12726298	1	0
w	debt_consolidation	17.09	142.8	61000	4.88	Not Verified	D	5230	1	0	RENT	1	11.01862914	0	0
w	debt_consolidation	10.91	343.31	100000	9.02	Not Verified	B	19569	0	0	RENT	0	11.51292546	0	1
w	home_improvement	10.42	1136.27	150000	11.01	Verified	B	32696	2	0	MORTGAGE	1	11.91839057	1	1
f	home_improvement	12.62	268.09	65000	6.85	Not Verified	C	11486	2	0	OWN	1	11.08214255	0	0
w	credit_card	9.93	322.35	35000	19.07	Not Verified	B	13886	3	0	RENT	1	10.46310334	0	1
w	debt_consolidation	19.03	415.32	45000	22.88	Verified	D	6153	3	0	RENT	1	10.71441777	1	0
w	credit_card	14.08	582.75	300000	8.95	Source Verified	C	23400	0	1	MORTGAGE	1	12.61153775	1	0
w	debt_consolidation	13.59	679.58	70000	24.46	Source Verified	C	11000	4	0	RENT	1	11.15625052	1	0
w	debt_consolidation	20	148.66	68000	25.38	Not Verified	D	20711	4	0	MORTGAGE	1	11.12726298	0	0
w	credit_card	7.07	231.82	38000	13.96	Not Verified	A	5604	0	0	RENT	1	10.54534144	0	1
w	home_improvement	19.03	1283.5	169000	22.23	Verified	D	9385	3	1	MORTGAGE	1	12.03765399	1	0
w	debt_consolidation	13.59	484.19	175000	12.6	Not Verified	C	31740	0	0	MORTGAGE	1	12.07254125	0	0
w	debt_consolidation	10.91	326.97	30000	21.24	Not Verified	B	3241	1	0	RENT	0	10.30895266	0	1
f	home_improvement	11.99	99.63	80000	3.24	Not Verified	B	6725	2	0	MORTGAGE	0	11.28978191	0	1
w	debt_consolidation	13.59	849.48	145000	9.81	Source Verified	C	22319	0	0	MORTGAGE	1	11.88448902	1	0
w	credit_card	13.59	806.97	125000	22.57	Not Verified	C	44839	0	1	RENT	0	11.73606902	0	0
f	debt_consolidation	15.05	145.7	125000	13.86	Not Verified	C	8660	9	0	MORTGAGE	0	11.73606902	0	0
w	small_business	7.97	140.96	75000	17.46	Not Verified	A	23500	1	0	RENT	1	11.22524339	0	1
w	debt_consolidation	7.21	371.68	100000	6.61	Source Verified	A	1459	3	0	MORTGAGE	0	11.51292546	1	1
w	credit_card	7.97	125.3	30000	22.92	Not Verified	A	3499	1	0	RENT	1	10.30895266	0	1
w	debt_consolidation	15.05	476.33	58000	17.32	Verified	C	556	1	1	MORTGAGE	1	10.96819829	1	0
w	credit_card	19.03	293.37	66000	15.82	Source Verified	D	31377	0	1	RENT	1	11.09741002	1	0
f	debt_consolidation	14.08	273.74	114000	36.35	Source Verified	C	116147	2	0	MORTGAGE	1	11.64395373	1	0
w	debt_consolidation	18.06	542.74	65000	11.34	Source Verified	D	1928	1	0	MORTGAGE	1	11.08214255	1	0
w	debt_consolidation	12.62	248.15	60000	12.36	Source Verified	C	8487	5	0	MORTGAGE	1	11.00209984	1	0
w	small_business	10.42	1298.59	120000	6.46	Source Verified	B	10856	5	0	RENT	1	11.69524702	1	1
f	debt_consolidation	11.99	498.15	55000	26.55	Source Verified	B	16278	0	0	RENT	1	10.91508846	1	1
w	credit_card	7.97	626.46	145000	13.47	Source Verified	A	11401	2	0	RENT	0	11.88448902	1	1
w	credit_card	9.93	424.26	65000	15.92	Not Verified	B	19289	0	0	RENT	1	11.08214255	0	1
w	debt_consolidation	9.44	367.02	100000	4.03	Not Verified	B	5955	2	0	MORTGAGE	0	11.51292546	0	1
w	home_improvement	15.05	693.8	85000	21.88	Verified	C	19114	1	4	MORTGAGE	1	11.35040654	1	0
w	debt_consolidation	9.93	257.88	63000	13.2	Source Verified	B	21536	2	1	MORTGAGE	1	11.05089001	1	1
w	debt_consolidation	14.08	171.09	47598	20.1	Source Verified	C	11529	0	1	MORTGAGE	1	10.77054602	1	0
w	debt_consolidation	17.09	107.99	21000	2.23	Source Verified	D	0	1	2	RENT	1	9.952277717	1	0
w	credit_card	9.93	742.45	185000	4.36	Not Verified	B	31328	4	0	MORTGAGE	1	12.1281111	0	1
w	debt_consolidation	18.06	311.47	70000	27.57	Not Verified	D	10841	1	1	OWN	0	11.15625052	0	0
w	home_improvement	25.82	298.34	60000	25.98	Verified	E	1329	4	0	MORTGAGE	0	11.00209984	1	0
f	credit_card	26.3	302.37	22000	8.4	Verified	E	4190	1	0	OWN	0	9.998797732	1	0
w	debt_consolidation	12.62	789.57	100000	7.82	Verified	C	11855	2	0	RENT	1	11.51292546	1	0
f	home_improvement	15.05	190.8	42500	14.12	Not Verified	C	10792	3	1	OWN	1	10.65725935	0	0
f	debt_consolidation	9.93	161.18	70000	14.56	Not Verified	B	21658	3	0	RENT	0	11.15625052	0	1
w	debt_consolidation	15.05	520.35	71000	19.54	Verified	C	9100	1	0	RENT	0	11.17043516	1	0
w	debt_consolidation	17.09	428.38	24756	31.67	Verified	D	3371	6	0	MORTGAGE	0	10.11682316	1	0
w	credit_card	11.99	332.1	104000	15.01	Source Verified	B	13034	3	0	MORTGAGE	1	11.55214618	1	1
w	debt_consolidation	10.42	243.49	72000	2.55	Source Verified	B	3086	1	0	MORTGAGE	0	11.1844214	1	1
w	debt_consolidation	15.05	728.49	75000	18.24	Not Verified	C	77452	1	0	MORTGAGE	0	11.22524339	0	0
w	debt_consolidation	16.02	351.67	50000	13.87	Verified	C	0	1	0	MORTGAGE	1	10.81977828	1	0
w	debt_consolidation	16.02	535.24	52000	32.63	Not Verified	C	13622	0	0	RENT	1	10.858999	0	0
f	credit_card	20	743.28	48000	30.3	Verified	D	5592	5	0	RENT	1	10.77895629	1	0
w	credit_card	21.45	955.75	185000	11.57	Verified	D	54934	1	0	OWN	1	12.1281111	1	0
w	debt_consolidation	7.07	927.28	124432	17.05	Source Verified	A	31163	0	0	MORTGAGE	0	11.73151466	1	1
w	debt_consolidation	17.09	356.98	45000	22.99	Not Verified	D	6916	1	0	RENT	0	10.71441777	0	0
w	debt_consolidation	21.45	576.18	58000	2.65	Source Verified	D	2147	1	1	OWN	1	10.96819829	1	0
w	debt_consolidation	19.03	352.97	41000	36.59	Source Verified	D	18773	0	0	RENT	1	10.62132735	1	0
w	home_improvement	15.05	166.52	78000	25.12	Source Verified	C	12670	9	0	MORTGAGE	0	11.26446411	1	0
f	debt_consolidation	14.08	171.09	100000	20.48	Not Verified	C	1322	0	0	MORTGAGE	0	11.51292546	0	0
w	home_improvement	28.72	315.72	43350	25.89	Verified	F	3002	4	0	MORTGAGE	1	10.67706198	1	0
w	home_improvement	7.35	465.57	48000	26.4	Verified	A	2583	0	0	MORTGAGE	0	10.77895629	1	1
w	debt_consolidation	13.59	95.15	51000	11.55	Not Verified	C	2071	1	0	MORTGAGE	0	10.83958091	0	0
w	debt_consolidation	15.05	285.8	123000	13.85	Verified	C	4212	18	0	MORTGAGE	1	11.71993963	1	0
w	debt_consolidation	9.93	483.52	88500	35.06	Source Verified	B	25599	1	0	MORTGAGE	1	11.39075783	1	1
w	credit_card	14.08	372.96	45000	10.29	Source Verified	C	2443	2	0	RENT	1	10.71441777	1	0
w	debt_consolidation	9.93	257.88	60000	27.92	Not Verified	B	15944	2	0	MORTGAGE	1	11.00209984	0	1
f	debt_consolidation	14.08	273.74	48300	18.42	Not Verified	C	13995	2	0	RENT	0	10.78518684	0	0
w	debt_consolidation	9.93	128.94	42000	1.03	Not Verified	B	1752	2	1	RENT	1	10.6454249	0	1
w	debt_consolidation	18.06	381.4	80000	12.09	Verified	D	7496	9	4	MORTGAGE	1	11.28978191	1	0
w	debt_consolidation	20	445.97	38000	10.93	Source Verified	D	13400	2	0	RENT	0	10.54534144	1	0
f	debt_consolidation	13.59	1019.37	69200	13.37	Source Verified	C	21107	5	0	MORTGAGE	1	11.14475614	1	0
f	home_improvement	9.93	445.47	70200	19.31	Not Verified	B	32730	3	0	MORTGAGE	0	11.15910359	0	1
w	debt_consolidation	7.97	375.88	600000	8.72	Verified	A	228292	4	1	MORTGAGE	0	13.30468493	1	1
w	debt_consolidation	21.45	409.61	80000	22.81	Source Verified	D	14103	0	0	MORTGAGE	1	11.28978191	1	0
w	debt_consolidation	16.02	218.92	39580	37.86	Verified	C	3374	4	0	MORTGAGE	0	10.58607922	1	0
w	credit_card	11.99	66.42	176000	11.03	Source Verified	B	5277	4	0	MORTGAGE	0	12.07823927	1	1
w	credit_card	13.59	461.13	98000	14.44	Verified	C	25100	3	0	MORTGAGE	1	11.49272276	1	0
w	debt_consolidation	19.03	363.4	55000	21.27	Source Verified	D	22981	2	0	MORTGAGE	0	10.91508846	1	0
w	home_improvement	20	927.29	72000	12.13	Source Verified	D	79650	3	1	MORTGAGE	0	11.1844214	1	0
f	debt_consolidation	14.08	325.06	75000	28.54	Not Verified	C	7529	6	0	RENT	0	11.22524339	0	0
w	credit_card	21.45	382.3	300000	15.54	Source Verified	D	155040	1	0	MORTGAGE	0	12.61153775	1	0
w	credit_card	14.08	372.96	100000	9.85	Not Verified	C	10700	2	1	MORTGAGE	1	11.51292546	0	0
w	debt_consolidation	17.09	662.19	42200	12.63	Verified	D	6682	1	0	MORTGAGE	0	10.6501755	1	0
w	home_improvement	9.93	290.11	120000	2.26	Not Verified	B	6950	1	0	MORTGAGE	0	11.69524702	0	1
w	credit_card	16.02	681.21	175000	28.6	Verified	C	33276	5	0	MORTGAGE	0	12.07254125	1	0
w	debt_consolidation	6.72	430.49	82000	24.13	Verified	A	19948	10	0	MORTGAGE	0	11.31447453	1	1
w	credit_card	17.09	249.01	30000	23.78	Verified	D	4879	5	0	RENT	0	10.30895266	1	0
w	debt_consolidation	12.62	485.92	85000	11.21	Not Verified	C	5452	2	0	MORTGAGE	0	11.35040654	0	0
w	credit_card	9.44	448.07	65000	8.03	Source Verified	B	14283	1	0	RENT	0	11.08214255	1	1
w	debt_consolidation	16.02	703.34	120000	20.12	Not Verified	C	14488	4	0	MORTGAGE	0	11.69524702	0	0
f	debt_consolidation	11.99	830.24	35000	17.94	Not Verified	B	21042	1	0	RENT	0	10.46310334	0	1
w	debt_consolidation	20	651.75	60000	7.54	Verified	D	12104	0	0	MORTGAGE	1	11.00209984	1	0
f	debt_consolidation	9.44	256.04	60000	10.38	Not Verified	B	10827	0	0	MORTGAGE	0	11.00209984	0	1
w	debt_consolidation	5.32	301.15	165000	11	Not Verified	A	16924	0	0	RENT	0	12.01370075	0	1
w	credit_card	11.99	664.2	70000	18.07	Not Verified	B	10294	2	1	RENT	1	11.15625052	0	1
w	home_improvement	17.09	512.34	97970	28.85	Not Verified	D	10711	2	0	MORTGAGE	0	11.49241659	0	0
w	debt_consolidation	15.05	238.17	100000	5.04	Source Verified	C	2934	0	1	MORTGAGE	0	11.51292546	1	0
w	major_purchase	6.72	196.8	92000	1.89	Source Verified	A	1790	1	1	RENT	0	11.42954386	1	1
w	credit_card	10.91	915.5	95000	33.11	Not Verified	B	27588	1	0	RENT	1	11.46163217	0	1
w	debt_consolidation	6.08	791.92	115000	38.31	Not Verified	A	29357	2	0	OWN	0	11.65268741	0	1
w	debt_consolidation	11.99	400.31	12000	10	Source Verified	B	1823	2	0	MORTGAGE	1	9.392661929	1	1
w	debt_consolidation	28.72	789.3	40000	20.11	Verified	F	10833	2	0	RENT	1	10.59663473	1	0
f	debt_consolidation	14.08	1026.5	215000	10.53	Source Verified	C	25489	4	0	RENT	1	12.27839331	1	0
w	debt_consolidation	12.62	552.94	98600	13.81	Source Verified	C	75545	4	0	OWN	0	11.49882654	1	0
w	debt_consolidation	26.3	599.36	123000	20.38	Verified	E	51164	3	0	MORTGAGE	1	11.71993963	1	0
w	debt_consolidation	18.06	201.72	35000	27.88	Source Verified	D	1137	0	0	RENT	1	10.46310334	1	0
w	debt_consolidation	20	529.88	71000	26.4	Verified	D	32168	2	0	MORTGAGE	1	11.17043516	1	0
f	debt_consolidation	7.35	295.64	53000	19.88	Not Verified	A	21341	1	0	MORTGAGE	0	10.87804719	0	1
w	debt_consolidation	7.97	626.46	75000	23.18	Not Verified	A	5127	3	0	RENT	1	11.22524339	0	1
w	debt_consolidation	15.05	428.7	85000	18.35	Verified	C	13054	2	0	MORTGAGE	0	11.35040654	1	0
w	credit_card	13.59	1359.16	140000	17.81	Verified	C	32192	1	0	MORTGAGE	0	11.8493977	1	0
f	debt_consolidation	26.3	396.06	69000	1.22	Source Verified	E	1938	0	0	RENT	0	11.14186178	1	0
w	home_improvement	9.44	377.51	17480	53.57	Source Verified	B	8848	0	0	OWN	1	9.768812649	1	1
w	major_purchase	9.93	848.51	136000	4.95	Source Verified	B	730	5	0	RENT	0	11.82041016	1	1
w	debt_consolidation	9.93	322.35	60000	13.17	Source Verified	B	7865	0	0	RENT	1	11.00209984	1	1
w	debt_consolidation	18.06	330.54	98000	7.07	Source Verified	D	2802	0	0	RENT	1	11.49272276	1	0
f	credit_card	7.21	322.13	26000	10.91	Verified	A	8486	0	0	OWN	1	10.16585182	1	1
w	home_improvement	15.05	952.65	60000	15.54	Source Verified	C	19238	0	0	MORTGAGE	1	11.00209984	1	0
w	credit_card	7.07	710.91	100000	12.47	Source Verified	A	43822	1	0	MORTGAGE	0	11.51292546	1	1
w	debt_consolidation	5.32	481.84	110000	8.75	Not Verified	A	5227	3	0	MORTGAGE	0	11.60823564	0	1
w	credit_card	7.35	310.38	107000	17.78	Not Verified	A	8047	2	0	RENT	1	11.58058411	0	1
f	credit_card	14.08	437.98	45000	28.03	Source Verified	C	16180	2	0	RENT	1	10.71441777	1	0
w	debt_consolidation	14.08	684.33	100000	18.58	Source Verified	C	25669	0	1	MORTGAGE	1	11.51292546	1	0
w	home_improvement	12.62	789.57	90000	8.85	Source Verified	C	6789	2	0	MORTGAGE	0	11.40756495	1	0
w	credit_card	9.93	64.47	43000	3.03	Source Verified	B	1762	1	0	MORTGAGE	1	10.66895539	1	1
w	debt_consolidation	17.09	871.54	120000	4.57	Verified	D	198	1	0	OWN	1	11.69524702	1	0
w	debt_consolidation	15.05	548.37	30000	8.56	Not Verified	C	505	4	0	MORTGAGE	0	10.30895266	0	0
w	debt_consolidation	20	599.43	59424	11.13	Verified	D	5195	4	0	MORTGAGE	1	10.99245346	1	0
w	debt_consolidation	14.08	855.42	89000	41.76	Verified	C	14672	3	0	RENT	1	11.39639165	1	0
w	credit_card	9.44	160.03	32000	17.7	Source Verified	B	4529	0	0	MORTGAGE	0	10.37349118	1	1
w	debt_consolidation	12.62	1005.34	113500	21.79	Verified	C	23700	2	3	OWN	1	11.63955812	1	0
f	debt_consolidation	19.03	344.71	40000	13.65	Source Verified	D	5417	1	0	RENT	0	10.59663473	1	0
w	debt_consolidation	6.08	761.46	204000	3.83	Verified	A	5099	6	0	MORTGAGE	1	12.22587527	1	1
w	credit_card	21.45	327.69	161900	31.47	Not Verified	D	54934	1	0	MORTGAGE	0	11.99473414	0	0
f	debt_consolidation	18.06	220.72	35000	19.17	Source Verified	D	924	7	0	MORTGAGE	1	10.46310334	1	0
w	debt_consolidation	9.44	335.57	58000	10.51	Verified	B	1145	3	0	MORTGAGE	1	10.96819829	1	1
w	debt_consolidation	26.3	1415.78	155000	23.22	Verified	E	27887	2	0	OWN	0	11.9511804	1	0
w	debt_consolidation	16.02	175.84	120000	20.19	Not Verified	C	11194	1	1	MORTGAGE	0	11.69524702	0	0
w	debt_consolidation	7.35	155.19	60000	7.76	Not Verified	A	3570	0	0	MORTGAGE	0	11.00209984	0	1
w	debt_consolidation	17.09	356.98	60000	26.86	Source Verified	D	3378	5	0	RENT	1	11.00209984	1	0
w	debt_consolidation	10.42	194.79	71000	16.87	Source Verified	B	2780	7	0	MORTGAGE	0	11.17043516	1	1
w	debt_consolidation	10.42	543.33	165000	8.56	Not Verified	B	1338	0	0	MORTGAGE	0	12.01370075	0	1
w	credit_card	12.62	563.98	50000	28.18	Verified	C	19188	0	0	OWN	1	10.81977828	1	0
w	debt_consolidation	18.06	762.79	85000	8.44	Verified	D	10858	1	0	MORTGAGE	1	11.35040654	1	0
w	debt_consolidation	28.72	1262.87	115000	26.9	Verified	F	29255	5	1	MORTGAGE	0	11.65268741	1	0
f	debt_consolidation	12.62	335.12	100000	17.4	Not Verified	C	8616	0	0	OWN	0	11.51292546	0	0
w	credit_card	25.82	960.66	73200	6.83	Verified	E	17013	2	0	MORTGAGE	1	11.2009507	1	0
w	debt_consolidation	16.02	351.67	95000	31.91	Not Verified	C	18258	0	0	MORTGAGE	0	11.46163217	0	0
w	small_business	16.02	851.51	101000	0.14	Source Verified	C	12	2	0	OWN	0	11.5228758	1	0
w	debt_consolidation	15.05	222.02	53000	14.97	Source Verified	C	1767	2	0	OWN	1	10.87804719	1	0
f	debt_consolidation	23.88	235.02	30000	20.84	Verified	E	2351	9	0	OWN	1	10.30895266	1	0
w	debt_consolidation	18.06	70.56	28000	8.7	Not Verified	D	0	0	0	OWN	1	10.23995979	0	0
w	credit_card	17.09	285.59	27000	17.07	Source Verified	D	10411	4	0	MORTGAGE	0	10.20359214	1	0
f	debt_consolidation	9.93	1289.38	126000	18.33	Source Verified	B	53195	1	0	RENT	0	11.74403719	1	1
w	debt_consolidation	21.45	682.68	25000	45.18	Not Verified	D	16662	4	0	MORTGAGE	0	10.1266311	0	0
w	debt_consolidation	7.35	1184.08	50000	26.19	Verified	A	22423	0	0	OWN	0	10.81977828	1	1
f	debt_consolidation	19.03	660.09	50000	11.45	Verified	D	4317	0	0	RENT	1	10.81977828	1	0
w	debt_consolidation	15.05	314.82	50000	25.8	Source Verified	C	12060	1	2	MORTGAGE	1	10.81977828	1	0
w	debt_consolidation	20	148.66	40000	17.73	Source Verified	D	1799	0	1	MORTGAGE	1	10.59663473	1	0
w	debt_consolidation	16.02	351.67	120000	30.75	Not Verified	C	11691	11	1	MORTGAGE	1	11.69524702	0	0
f	debt_consolidation	30.75	1177.68	190000	16.52	Verified	F	13316	3	0	RENT	0	12.15477935	1	0
w	debt_consolidation	13.59	1053.35	54100	23.07	Verified	C	19223	2	0	RENT	1	10.89858946	1	0
w	debt_consolidation	19.03	400.39	104000	16.67	Verified	D	5292	3	0	MORTGAGE	1	11.55214618	1	0
w	credit_card	7.97	751.75	59000	28.01	Source Verified	A	22499	3	0	RENT	1	10.98529272	1	1
w	debt_consolidation	19.03	467.23	60608	7.27	Not Verified	D	7856	3	0	OWN	1	11.01218218	0	0
f	debt_consolidation	16.02	1055.01	70000	19.19	Verified	C	23924	1	0	MORTGAGE	1	11.15625052	1	0
f	home_improvement	9.93	225.65	56000	27.26	Source Verified	B	9342	10	0	MORTGAGE	1	10.93310697	1	1
w	debt_consolidation	15.05	476.33	72000	7.05	Not Verified	C	3309	4	0	MORTGAGE	1	11.1844214	0	0
w	credit_card	16.02	175.84	24000	5.3	Source Verified	C	4463	1	0	RENT	0	10.08580911	1	0
w	credit_card	7.35	247.53	60000	6.66	Not Verified	A	17985	2	0	RENT	0	11.00209984	0	1
w	debt_consolidation	9.93	225.65	60000	12.38	Verified	B	10574	2	0	MORTGAGE	0	11.00209984	1	1
w	credit_card	11.99	531.36	105000	13.28	Source Verified	B	9317	1	0	MORTGAGE	0	11.56171563	1	1
w	credit_card	7.35	74.49	58000	13.01	Not Verified	A	1918	2	0	MORTGAGE	0	10.96819829	0	1
f	credit_card	12.62	375.33	68000	38.83	Not Verified	C	17628	0	0	MORTGAGE	1	11.12726298	0	0
w	debt_consolidation	18.06	254.27	45000	22.85	Verified	D	6120	0	0	MORTGAGE	1	10.71441777	1	0
w	debt_consolidation	12.62	270.71	60000	6.52	Verified	C	4822	7	0	MORTGAGE	0	11.00209984	1	0
w	credit_card	12.62	201.07	22000	23.79	Not Verified	C	10291	3	0	MORTGAGE	1	9.998797732	0	0
w	debt_consolidation	7.21	495.58	40000	40.98	Verified	A	23451	0	0	MORTGAGE	1	10.59663473	1	1
w	debt_consolidation	15.05	381.06	58000	29.34	Source Verified	C	16316	2	0	RENT	1	10.96819829	1	0
w	debt_consolidation	28.72	473.58	50000	26.92	Verified	F	3504	5	0	OWN	0	10.81977828	1	0
w	home_improvement	17.09	853.18	64800	37.56	Not Verified	D	211088	2	0	MORTGAGE	1	11.07906088	0	0
w	debt_consolidation	20	809.24	68000	33.57	Source Verified	D	19729	0	0	MORTGAGE	0	11.12726298	1	0
w	debt_consolidation	9.44	256.04	38000	24.68	Verified	B	7087	3	1	MORTGAGE	1	10.54534144	1	1
f	credit_card	17.09	214.19	55000	11.76	Not Verified	D	19857	1	0	RENT	1	10.91508846	0	0
w	credit_card	13.59	737.8	98250	11.01	Verified	C	8829	6	0	MORTGAGE	0	11.49527053	1	0
w	debt_consolidation	30.17	784.67	61000	24.22	Not Verified	F	33643	0	0	RENT	1	11.01862914	0	0
w	credit_card	9.93	530.32	70000	17.38	Source Verified	B	33692	0	1	OWN	0	11.15625052	1	1
w	debt_consolidation	22.91	579.95	50000	22.44	Source Verified	E	0	0	1	MORTGAGE	1	10.81977828	1	0
w	debt_consolidation	12.62	631.66	120000	26.38	Not Verified	C	97631	2	0	OWN	0	11.69524702	0	0
w	credit_card	11.99	533.75	89000	5.83	Source Verified	B	10669	10	0	MORTGAGE	1	11.39639165	1	1
f	debt_consolidation	11.99	398.52	40000	10.5	Source Verified	B	3085	1	0	RENT	1	10.59663473	1	1
w	credit_card	9.93	128.94	80000	5.74	Not Verified	B	2897	7	2	MORTGAGE	0	11.28978191	0	1
w	debt_consolidation	21.45	305.15	33845.48	38.9	Verified	D	1226	2	0	MORTGAGE	1	10.42956074	1	0
f	debt_consolidation	11.99	132.84	44000	12.03	Source Verified	B	2699	1	0	OWN	0	10.69194491	1	1
w	debt_consolidation	7.97	1252.91	140000	3.23	Source Verified	A	5178	0	1	RENT	1	11.8493977	1	1
